nature_code,business_nature,line_code,business_line,license,permit,sanitary,garbage
2019-J,(J) INFORMATION AND COMMUNICATION,59202,Publishing of music,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,60101,Radio broadcasting and relay station and studios,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,60102,Radio program production,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,60103,Radio broadcasting activities over the Internet (Internet radio stations),,,,
2019-J,(J) INFORMATION AND COMMUNICATION,60201,Television broadcasting and relay stations and studios including closed circuit television services,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,60202,Television program production,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,60203,Television broadcasting activities over the Internet (Internet television stations),,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61101,Wired (landline) services ,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61102,"Wired internet access service activities (e.g. DSL, leased line, dial-up)",,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61103,"Telegraph, facsimile/telefax, and telex services",,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61109,Other wired telecommunications activities,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61201,Wireless landline services ,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61202,Mobile telecommunications services,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61203,"Wireless internet access services (e.g. Internet Service Provider, broadband)",,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61209,"Other wireless telecommunication services, n.e.c.",,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61300,Satellite telecommunications activities,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61901,Telephone access in facilities open to the public service activities,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61902,Internet access in facilities open to the public service activities,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61903,Voice Over Internet Protocol (VOIP) service activities,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,61909,"Other telecommunications service activities, n.e.c.",,,,
2019-J,(J) INFORMATION AND COMMUNICATION,62011,Game design and development,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,62019,Other computer programming activities,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,62020,Computer consultancy and computer facilities management activities,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,62090,Other information technology and computer service activities,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,63111,Data processing,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,63112,Website hosting services,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,63113,Application hosting services,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,63120,Web portals,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,63910,News agency activities,,,,
2019-J,(J) INFORMATION AND COMMUNICATION,63990,"Other information service activities, n.e.c.",,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64110,Central banking,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64191,Universal Banking,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64192,Commercial Banking,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64193,Thrift Banking,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64194,Private development banking,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64195,Stock savings and loan activities,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64196,Rural Banking,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64197,Cooperative banking,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64198,Specialized government banking,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64199,"Other monetary intermediation i.e., Islamic Banking, n.e.c.",,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64200,Activities of holding companies,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64301,Investment company operation,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64302,Investment house operation,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64303,"Securities dealership, own account",,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64304,Trust corporation operation,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64305,Mutual fund company operation,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64910,Financial leasing ,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64921,Credit card activities,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64922,Lending company operation,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64923,Financing company operations,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64924,Venture capital corporation operation,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64925,Credit granting entity operation,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64929,"Other credit granting, n.e.c",,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64930,Pawnshop operations,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64991,Mutual building and loan association operation,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64992,Non-stock savings and loan association operation,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64993,Credit cooperative activities,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64994,Mutual benefit association operation,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64995,Foreign Exchange Dealing/ Money Changing (Money Service Businesses (MSBs)),,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64996,Remittance and Transfer Operations (MSBs),,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64997,"Other MSBs, i.e., virtual currency  exchange dealing",,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,64999,"Non-bank thrift institution operations, n.e.c.",,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,65110,Life insurance,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,65120,Non-life insurance,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,65201,Reinsurance for life insurance,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,65202,Reinsurance for non-life insurance,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,65300,Pension funding ,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,66110,Administration of financial markets,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,66120,Security and commodity contracts brokerage,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,66190,Other activities auxiliary to financial service activities,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,66210,Risk and damage evaluation,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,66220,Activities of insurance agents and brokers,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,66231,Pre-need plan for health,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,66232,Pre-need plan for education,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,66233,Pre-need plan for memorial and interment,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,66234,Pre-need plan for pension,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,66239,"Pre-need plan activities, n.e.c.",,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,66290,Other activities auxiliary to insurance and pension funding,,,,
2019-K,(K) FINANCIAL AND INSURANCE ACTIVITIES,66300,Fund management activities,,,,
2019-L,(L) REAL ESTATE ACTIVITIES,68110,"Real estate buying, selling, renting, leasing and operating of self-owned/leased apartment buildings, non-residential and dwellings",,,,
2019-L,(L) REAL ESTATE ACTIVITIES,68120,"Real estate buying, developing, subdividing and selling,  of residential including mass housing",,,,
2019-L,(L) REAL ESTATE ACTIVITIES,68131,"Cemetery development, selling, renting, leasing and operating of self-owned cemetery",,,,
2019-L,(L) REAL ESTATE ACTIVITIES,68132,"Columbarium development, selling, renting, leasing and operating of self-owned columbarium (including burial crypt) ",,,,
2019-L,(L) REAL ESTATE ACTIVITIES,68140,Renting or leasing services of residential properties,,,,
2019-L,(L) REAL ESTATE ACTIVITIES,68190,Other real estate activities with own or leased property,,,,
2019-L,(L) REAL ESTATE ACTIVITIES,68200,Real estate activities on a fee or contract basis,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69100,Legal activities,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",69200,"Accounting, bookkeeping and auditing activities; tax consultancy",,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70100,Activities of head offices,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",70200,Management consultancy activities,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71101,Environmental engineering activities,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71102,Architectural and other engineering activities,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71103,Land surveying services,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71109,Other technical activities related to architectural and engineering,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",71200,Technical testing and analysis,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72101,Research and experimental development in natural sciences,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72102,Research and experimental development in engineering and technology,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72103,Research and experimental development in health sciences,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72104,Research and experimental development in agricultural sciences,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72200,Research and experimental development on social sciences and humanities,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",72300,Research and experimental development in information technology,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73101,"Advertising agency, except billboard and outdoor advertising",,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73102,Billboard and outdoor advertising services,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73103,Media representation,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73104,Commercial art services,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73109,"Advertising services, n.e.c.",,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",73200,Market research and public opinion polling,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74101,Fashion design,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74102,Interior decoration services other than those in class 4330,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74201,Digital photograph processing,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74202,Commercial and consumer photograph production (except aerial photography),,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74203,Photograph and motion pictures processing (not related to motion pictures and TV industries),,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74204,Film developing and printing and photograph enlarging,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74205,Aerial photography,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74206,Microfilming activities,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74207,Underwater photography,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74209,"Photographic activities, n.e.c.",,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74901,Business brokerage activities,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74902,Weather forecasting and meteorological services,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74903,Translation and interpretation services,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74904,Environmental consulting services,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74905,Statistical and data analytics consulting services,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74906,Food safety consulting services,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74907,Halal consulting services,,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",74909,"Other professional, scientific and technical activities, n.e.c.",,,,
2019-M,"(M) PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",75000,Veterinary activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77100,"Renting and leasing of motor vehicles (except motorcycle, caravans, campers)",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77210,Renting and leasing of recreational and sports goods,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77220,Renting of video tapes and disks,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77291,Renting of wearing apparel,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77292,Renting of furniture,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77293,"Renting of books, journals and magazines",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77294,Renting of ornamental plants,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77295,Renting of electrical appliances,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77296,Renting of audio-video machines,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77299,"Renting of personal and household goods, n.e.c.",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77301,Renting of land transport equipment,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77302,Renting of water transport equipment,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77303,Renting of air transport equipment,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77304,Renting of agricultural machinery and equipment,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77305,Renting of construction and civil engineering machinery and equipment,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77306,Renting of computers and computer peripherals equipment,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77307,Renting of office machinery and equipment (excluding computers),,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77309,"Renting and leasing of other machinery, equipment and tangible goods, n.e.c.",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77400,"Leasing of intellectual property and similar products, except copyrighted works",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78101,"Labor recruitment and provision of personnel, local",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78102,"Labor recruitment and provision of personnel, overseas",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78103,On-line employment placement agencies,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78104,Casting agencies activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78109,"Other activities of employment placement agencies, n.e.c.",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78201,"Temporary labor recruitment and provision of personnel, local",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78202,"Temporary labor recruitment and provision of personnel, overseas",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,78300,Other human resources provision,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79110,Travel agency activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79120,Tour operator activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79901,Activities of booking offices,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79902,Accommodation reservation activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79903,Transportation reservation activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79904,Package tour reservation activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79905,Tourist assistance activities (e.g. tourist guides),,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79906,"Tickets sales/booking, for theatrical, entertainment and recreational reservation activities",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79907,Visitor information activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79908,Activities of transportation network service,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,79909,"Other reservation service and related activities, n.e.c.",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,80100,Private security activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,80200,Security systems service activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,80300,Investigation activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81100,Combined facilities support activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81210,General cleaning of buildings,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81291,Industrial cleaning activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81292,"Pest control services, non-agricultural",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81299,"Other building and industrial cleaning activities, n.e.c.",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,81300,Landscape care and maintenance service activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82110,Combined office administrative service activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82191,Photocopying service activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82192,Duplicating and mailing activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82199,Other specialized office support activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82211,Customer relationship management activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82212,Sales and marketing (including telemarketing) activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82219,"Other call centers activities (voice), n.e.c.",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82221,Finance and accounting activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82222,Human resources and training activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82223,Administrative support activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82224,Document processes activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82225,Payroll maintenance and other transaction processing activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82226,Medical transcription activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82227,Legal services activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82228,Supply chain management activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82229,"Other back office operations activities, n.e.c",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82291,Engineering outsourcing activities ,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82292,Product development activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82293,Publishing outsourcing activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82294,Research and analysis activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82295,Intellectual property research and documentation activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82296,Security outsourcing activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82297,Knowledge process outsourcing (KPO) activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82299,"Other non-voice related activities, n.e.c.",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82301,"Conventions, trade shows, exhibits, conferences and meetings activities",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82309,"Other organization of conventions and trade shows, n.e.c.
",,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82910,Activities of collection agencies and credit bureaus,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82920,Packaging activities,,,,
2019-N,(N) ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,82990,"Other business support service activities, n.e.c.",,,,
2019-O,(O) PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,84111,National executive and legislative administration,,,,
2019-O,(O) PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,84112,"Public administration, regional government",,,,
2019-O,(O) PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,84113,"Public administration, local government",,,,
2019-O,(O) PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,84114,Public administration and supervision of financial and fiscal affairs; operation of taxation schemes,,,,
2019-O,(O) PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,84115,Ancillary service activities for the Government as a whole,,,,
2019-O,(O) PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,84119,"General public administration activities, n.e.c.",,,,
2019-O,(O) PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,84120,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",,,,
2019-O,(O) PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,84130,Regulation of and contribution to more efficient operation of businesses,,,,
2019-O,(O) PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,84210,Foreign affairs,,,,
2019-O,(O) PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,84220,Defense activities,,,,
2019-O,(O) PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,84230,Public order and safety activities,,,,
2019-O,(O) PUBLIC ADMINISTRATION AND DEFENSE; COMPULSORY SOCIAL SECURITY,84300,Compulsory social security activities,,,,
2019-P,(P) EDUCATION,85111,Public pre-primary/pre-school education,,,,
2019-P,(P) EDUCATION,85112,Private pre-primary/pre-school education,,,,
2019-P,(P) EDUCATION,85121,Public pre-primary  education for children with special needs,,,,
2019-P,(P) EDUCATION,85122,Private pre-primary and primary education for children with special needs,,,,
2019-P,(P) EDUCATION,85211,Public primary/elementary  education,,,,
2019-P,(P) EDUCATION,85212,Private primary/elementary  education,,,,
2019-P,(P) EDUCATION,85221,Public primary/elementary education for children with special needs,,,,
2019-P,(P) EDUCATION,85222,Private primary/elementary education for children with special needs,,,,
2019-P,(P) EDUCATION,85311,Public general secondary education,,,,
2019-P,(P) EDUCATION,85312,Private general secondary education,,,,
2019-P,(P) EDUCATION,85321,Public general secondary education for children with special needs,,,,
2019-P,(P) EDUCATION,85322,Private general secondary education for children with special needs,,,,
2019-P,(P) EDUCATION,85331,Public technical and vocational secondary education,,,,
2019-P,(P) EDUCATION,85332,Private technical and vocational secondary education,,,,
2019-P,(P) EDUCATION,85341,Public technical and vocational secondary education for children with special needs,,,,
2019-P,(P) EDUCATION,85342,Private technical and vocational secondary education for children with special needs,,,,
2019-P,(P) EDUCATION,85401,Public higher education,,,,
2019-P,(P) EDUCATION,85402,Private higher education,,,,
2019-P,(P) EDUCATION,85510,Sports and recreation education,,,,
2019-P,(P) EDUCATION,85520,Cultural education,,,,
2019-P,(P) EDUCATION,85591,Professional and licensure review services,,,,
2019-P,(P) EDUCATION,85592,"Training centers and facilities activities including culinary, caregiving, language proficiency",,,,
2019-P,(P) EDUCATION,85593,Online tutorial services ,,,,
2019-P,(P) EDUCATION,85594,Driving schools,,,,
2019-P,(P) EDUCATION,85599,"Other education, n.e.c.",,,,
2019-P,(P) EDUCATION,85601,Public educational support services,,,,
2019-P,(P) EDUCATION,85602,Private educational support services,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86111,Public general hospitals activities,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86112,Public sanitaria and other similar activities,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86113,Public mental health and substance abuse hospitals activities,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86114,Public maternity hospitals activities,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86119,"Other public hospitals, sanitaria and other similar activities, n.e.c.",,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86121,Private general hospitals activities,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86122,Private sanitaria and other similar activities,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86123,Private mental health and substance abuse hospitals activities,,,,
2019-Q,(Q) HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,86124,Private maternity hospitals activities,,,,
