business_bin,application_type,application_date,year,qtr_from,qtr_to,amount,discount,surcharge,interest,total,issued_date,valid_until,or_no,or_date,permit_no,business_plate_number,mode_of_payment
0403424-2024-0001211,R,01/04/2025,2025,1,4,4836,0,0,0,4836,01/04/2025,12/31/2025,5814200,01/03/2025,,0228,MANUAL
0403424-2024-0001212,R,01/08/2025,2025,1,4,4282,0,0,0,4282,01/23/2025,12/31/2025,9946439,01/10/2025,,0229,MANUAL
0403424-2024-0001213,R,01/04/2025,2025,1,4,3340.5,0,0,0,3340.5,01/10/2025,12/31/2025,5813031,01/10/2025,,0230,MANUAL
0403424-2024-0001214,R,01/08/2025,2025,1,4,7598,0,0,0,7598,01/06/2025,12/31/2025,5814259,01/06/2025,,0231,MANUAL
0403424-2024-0001215,R,01/28/2025,2025,1,4,13928,0,0,0,13928,01/18/2025,12/31/2025,9962722,01/18/2025,,0232,MANUAL
0403424-2024-0001216,R,01/11/2025,2025,1,4,7916,0,0,0,7916,01/23/2025,12/31/2025,9946437,01/10/2025,,0233,MANUAL
0403424-2024-0001218,R,01/04/2025,2025,1,4,13038,0,0,0,13038,01/22/2025,12/31/2025,9977025,01/22/2025,,0235,MANUAL
0403424-2025-0001220,N,01/03/2025,2025,1,4,2878,0,0,0,2878,04/03/2025,12/31/2025,2372579,04/03/2025,,0237,MANUAL
0403424-2024-0001222,R,01/03/2025,2025,1,4,3366,0,0,0,3366,01/04/2025,12/31/2025,5813895,01/04/2025,,0239,MANUAL
0403424-2024-0001223,R,01/27/2025,2025,1,4,8721,0,0,0,8721,01/08/2025,12/31/2025,9946733,01/08/2025,,0240,MANUAL
0403424-2024-0001224,R,01/11/2025,2025,1,4,7548,0,0,0,7548,01/06/2025,12/31/2025,5814258,01/06/2025,,0241,MANUAL
0403424-2024-0001225,R,02/13/2025,2025,1,4,3098,0,0,0,3098,01/31/2025,12/31/2025,2379739,01/31/2025,,0242,MANUAL
0403424-2024-0001226,R,03/20/2025,2025,1,4,6508,0,0,0,6508,01/28/2025,12/31/2025,2379467,01/28/2025,,0243,MANUAL
0403424-2024-0001227,R,01/04/2025,2025,1,4,8698,0,0,0,8698,01/11/2025,12/31/2025,9947028,01/11/2025,,0244,MANUAL
0403424-2024-0001228,R,01/04/2025,2025,1,4,4633,0,0,0,4633,01/30/2025,12/31/2025,2387130,01/30/2025,,0245,MANUAL
0403424-2024-0001229,R,01/04/2025,2025,1,4,2766,0,0,0,2766,01/17/2025,12/31/2025,9946848,01/10/2025,,0246,MANUAL
0403424-2024-0001230,R,01/04/2025,2025,1,4,4396,0,0,0,4396,01/04/2025,12/31/2025,4864820,01/02/2025,,0247,MANUAL
0403424-2024-0001231,R,01/04/2025,2025,1,4,25456.97,0,0,0,25456.97,02/07/2025,12/31/2025,9963429,01/13/2025,,0248,MANUAL
0403424-2024-0001232,R,01/04/2025,2025,1,4,79209.6,0,0,0,79209.6,02/07/2025,12/31/2025,9963428,01/13/2025,,0249,MANUAL
0403424-2024-0001233,R,01/03/2025,2025,1,4,88817.52,0,0,0,88817.52,02/07/2025,12/31/2025,9963432,01/13/2025,,0250,MANUAL
0403424-2024-0001234,R,01/14/2025,2025,1,4,3479.75,0,0,0,3479.75,01/27/2025,12/31/2025,2373035,01/27/2025,,0251,MANUAL
0403424-2024-0001235,R,01/14/2025,2025,1,1,3309941.41,0,0,0,3309941.41,01/20/2025,12/31/2025,9944823,01/20/2025,,0252,MANUAL
0403424-2024-0001235,R,01/14/2025,2025,2,2,0,0,0,0,0,01/20/2025,12/31/2025,9944823,06/11/2025,,0252,MANUAL
0403424-2024-0001235,R,01/14/2025,2025,3,3,1640079.33,0,0,0,1640079.33,01/20/2025,12/31/2025,3588626,06/11/2025,,0252,MANUAL
0403424-2024-0001235,R,01/14/2025,2025,4,4,0,0,0,0,0,01/20/2025,12/31/2025,3588626,06/11/2025,,0252,MANUAL
0403424-2024-0001236,R,01/07/2025,2025,1,4,3298,0,0,0,3298,02/13/2025,12/31/2025,2410047,02/13/2025,,0253,MANUAL
0403424-2025-0001237,N,01/11/2025,2025,1,4,4258,0,0,0,4258,03/20/2025,12/31/2025,1383037,03/20/2025,,0254,MANUAL
0403424-2024-0001238,R,01/06/2025,2025,1,4,27655,0,0,0,27655,01/06/2025,12/31/2025,5812698,01/06/2025,,0255,MANUAL
0403424-2024-0001239,R,01/07/2025,2025,1,4,9773,0,0,0,9773,01/30/2025,12/31/2025,9946944,01/11/2025,,0256,MANUAL
0403424-2024-0001240,R,01/11/2025,2025,1,4,92695,0,0,0,92695,01/11/2025,12/31/2025,9946943,01/11/2025,,0257,MANUAL
0403424-2024-0001241,R,01/07/2025,2025,1,4,8438.5,0,0,0,8438.5,01/11/2025,12/31/2025,9946945,01/11/2025,,0258,MANUAL
0403424-2024-0001242,R,01/03/2025,2025,1,4,38170,0,0,0,38170,01/11/2025,12/31/2025,9946946,01/11/2025,,0259,MANUAL
0403424-2024-0001243,R,01/08/2025,2025,1,4,12526,0,0,0,12526,01/11/2025,12/31/2025,9946942,01/11/2025,,0260,MANUAL
0403424-2024-0001244,R,01/10/2025,2025,1,4,4008,0,0,0,4008,01/07/2025,12/31/2025,4864886,01/03/2025,,0261,MANUAL
0403424-2024-0001245,R,01/08/2025,2025,1,4,28728,0,0,0,28728,01/14/2025,12/31/2025,9963459,01/14/2025,,0262,MANUAL
0403424-2024-0001246,R,01/04/2025,2025,1,4,7866,0,0,0,7866,01/14/2025,12/31/2025,9962271,01/14/2025,,0263,MANUAL
0403424-2024-0001247,R,01/11/2025,2025,1,1,3655.5,0,0,0,3655.5,01/23/2025,12/31/2025,9939496,01/20/2025,,0264,MANUAL
0403424-2024-0001247,R,01/11/2025,2025,2,2,1157.05,0,0,0,1157.05,01/23/2025,12/31/2025,1445115,04/21/2025,,0264,MANUAL
0403424-2024-0001248,R,01/08/2025,2025,1,4,10548,0,0,0,10548,01/08/2025,12/31/2025,9946679,01/08/2025,,0265,MANUAL
0403424-2024-0001249,R,01/22/2025,2025,1,2,1157.05,0,0,0,1157.05,01/22/2025,12/31/2025,9939497,01/20/2025,,0266,MANUAL
0403424-2024-0001249,R,01/22/2025,2025,2,3,3155.62,0,0,0,3155.62,01/22/2025,12/31/2025,1445116,04/21/2025,,0266,MANUAL
0403424-2024-0001250,R,01/08/2025,2025,1,4,8273.5,0,0,0,8273.5,01/07/2025,12/31/2025,5814296,01/07/2025,,0267,MANUAL
0403424-2024-0001253,R,01/18/2025,2025,1,4,6348,0,0,0,6348,01/07/2025,12/31/2025,9946604,01/07/2025,,0270,MANUAL
0403424-2024-0001254,R,01/18/2025,2025,1,4,4448,0,0,0,4448,01/11/2025,12/31/2025,9963351,01/11/2025,,0271,MANUAL
0403424-2024-0001255,R,01/10/2025,2025,1,4,4098,0,0,0,4098,01/07/2025,12/31/2025,5814295,01/07/2025,,0272,MANUAL
0403424-2024-0001256,R,01/10/2025,2025,1,4,2273,0,0,0,2273,01/04/2025,12/31/2025,5812607,01/03/2025,,0273,MANUAL
0403424-2024-0001257,R,01/08/2025,2025,1,4,7424,0,0,0,7424,01/09/2025,12/31/2025,9945100,01/08/2025,,0274,MANUAL
0403424-2024-0001258,R,01/10/2025,2025,1,4,7120.5,0,0,0,7120.5,01/10/2025,12/31/2025,5813028,01/10/2025,,0275,MANUAL
0403424-2024-0001259,R,01/02/2025,2025,1,4,9167,0,0,0,9167,01/09/2025,12/31/2025,9945099,01/08/2025,,0276,MANUAL
0403424-2024-0001260,R,01/30/2025,2025,1,2,1875,0,0,0,1875,01/04/2025,12/31/2025,5814215,01/04/2025,,0277,MANUAL
0403424-2024-0001260,R,01/30/2025,2025,2,3,0,0,0,0,0,01/04/2025,12/31/2025,2372625,04/11/2025,,0277,MANUAL
0403424-2024-0001261,R,06/10/2025,2025,1,4,3170.5,0,0,0,3170.5,06/11/2025,12/31/2025,1445286,06/10/2025,,0278,MANUAL
0403424-2024-0001262,R,01/11/2025,2025,1,4,8180,0,0,0,8180,01/11/2025,12/31/2025,9946983,01/11/2025,,0279,MANUAL
0403424-2024-0001264,R,01/23/2025,2025,1,4,6286,0,0,0,6286,01/23/2025,12/31/2025,9979420,01/23/2025,,0281,MANUAL
0403424-2024-0001265,R,01/18/2025,2025,1,2,3300,0,0,0,3300,01/04/2025,12/31/2025,5814216,01/04/2025,,0282,MANUAL
0403424-2024-0001265,R,01/18/2025,2025,2,3,0,0,0,0,0,01/04/2025,12/31/2025,2372624,04/11/2025,,0282,MANUAL
0403424-2024-0001266,R,01/09/2025,2025,1,4,7098,0,0,0,7098,01/16/2025,12/31/2025,9946799,01/09/2025,,0283,MANUAL
0403424-2024-0001267,R,01/13/2025,2025,1,4,4076,0,0,0,4076,01/10/2025,12/31/2025,9946892,01/10/2025,,0284,MANUAL
0403424-2024-0001268,R,01/06/2025,2025,1,4,3940.5,0,0,0,3940.5,01/22/2025,12/31/2025,2369205,01/22/2025,,0285,MANUAL
0403424-2024-0001269,R,01/18/2025,2025,1,4,10810,0,0,0,10810,01/18/2025,12/31/2025,9962731,01/18/2025,,0286,MANUAL
0403424-2024-0001270,R,01/20/2025,2025,1,4,6948,0,0,0,6948,01/18/2025,12/31/2025,9962732,01/18/2025,,0287,MANUAL
0403424-2024-0001271,R,01/08/2025,2025,1,2,103934.9,0,0,0,103934.9,01/17/2025,12/31/2025,9963555,01/16/2025,,0288,MANUAL
0403424-2024-0001271,R,01/08/2025,2025,2,3,0,0,0,0,0,01/17/2025,12/31/2025,1413088,04/15/2025,,0288,MANUAL
0403424-2024-0001272,R,06/18/2025,2025,1,4,4196,0,0,0,4196,01/10/2025,12/31/2025,9946878,01/10/2025,,0289,MANUAL
0403424-2024-0001274,R,01/11/2025,2025,1,4,7336,0,0,0,7336,01/20/2025,12/31/2025,9963197,01/20/2025,,0291,MANUAL
0403424-2024-0001275,R,01/11/2025,2025,1,4,17338,0,0,0,17338,01/04/2025,12/31/2025,5457490,01/02/2025,,0292,MANUAL
0403424-2024-0001277,R,01/11/2025,2025,1,4,14798,0,0,0,14798,01/30/2025,12/31/2025,2371919,01/30/2025,,0294,MANUAL
0403424-2024-0001279,R,01/14/2025,2025,1,4,12998,0,0,0,12998,01/11/2025,12/31/2025,9963394,01/11/2025,,0296,MANUAL
0403424-2024-0001280,R,01/08/2025,2025,1,4,4128,0,0,0,4128,03/10/2025,12/31/2025,9964205,01/23/2025,,0297,MANUAL
0403424-2024-0001283,R,01/04/2025,2025,1,4,3998,0,0,0,3998,01/18/2025,12/31/2025,9963765,01/18/2025,,0300,MANUAL
0403424-2024-0001285,R,01/07/2025,2025,1,4,5583,0,0,0,5583,01/13/2025,12/31/2025,9963451,01/13/2025,,0302,MANUAL
0403424-2024-0001286,R,01/04/2025,2025,1,4,14548,0,0,0,14548,01/06/2025,12/31/2025,5812699,01/06/2025,,0303,MANUAL
0403424-2024-0001288,R,01/08/2025,2025,1,4,12624,0,0,0,12624,01/20/2025,12/31/2025,9966391,01/20/2025,,0305,MANUAL
0403424-2024-0001289,R,01/30/2025,2025,1,4,5948,0,0,0,5948,01/08/2025,12/31/2025,5812864,01/08/2025,,0306,MANUAL
0403424-2024-0001290,R,01/10/2025,2025,1,4,4873,0,0,0,4873,01/10/2025,12/31/2025,9946862,01/10/2025,,0307,MANUAL
0403424-2024-0001291,R,01/07/2025,2025,1,4,3913,0,0,0,3913,06/18/2025,12/31/2025,1445313,06/18/2025,,0308,MANUAL
0403424-2024-0001292,R,01/21/2025,2025,1,4,3218,0,0,0,3218,01/10/2025,12/31/2025,9946861,01/10/2025,,0309,MANUAL
0403424-2024-0001293,R,01/30/2025,2025,1,4,5068,0,0,0,5068,01/11/2025,12/31/2025,9946977,01/11/2025,,0310,MANUAL
0403424-2024-0001294,R,01/18/2025,2025,1,4,4898,0,0,0,4898,01/11/2025,12/31/2025,9946976,01/11/2025,,0311,MANUAL
0403424-2024-0001295,R,01/07/2025,2025,1,4,19798,0,0,0,19798,01/10/2025,12/31/2025,9946859,01/10/2025,,0312,MANUAL
0403424-2024-0001296,R,01/03/2025,2025,1,4,3518,0,0,0,3518,01/11/2025,12/31/2025,9946975,01/11/2025,,0313,MANUAL
0403424-2024-0001297,R,01/03/2025,2025,1,4,7653,0,0,0,7653,01/09/2025,12/31/2025,5812912,01/08/2025,,0314,MANUAL
0403424-2024-0001298,R,01/14/2025,2025,1,4,8785.5,0,0,0,8785.5,01/14/2025,12/31/2025,9963473,01/14/2025,,0315,MANUAL
0403424-2024-0001299,R,01/20/2025,2025,1,1,21725.5,0,0,0,21725.5,01/09/2025,12/31/2025,5812914,01/08/2025,,0316,MANUAL
0403424-2024-0001299,R,01/10/2025,2025,2,2,8437.5,0,0,0,8437.5,01/09/2025,12/31/2025,1445066,04/14/2025,,0316,MANUAL
0403424-2024-0001300,R,01/09/2025,2025,1,4,19513,0,0,0,19513,01/14/2025,12/31/2025,9963469,01/14/2025,,0317,MANUAL
0403424-2024-0001301,R,01/03/2025,2025,1,1,16922,0,0,0,16922,01/09/2025,12/31/2025,5812913,01/08/2025,,0318,MANUAL
0403424-2024-0001301,R,01/03/2025,2025,2,2,8250,0,0,0,8250,01/09/2025,12/31/2025,1445067,04/14/2025,,0318,MANUAL
0403424-2024-0001302,R,01/10/2025,2025,1,4,3773,0,0,0,3773,01/04/2025,12/31/2025,5812654,01/04/2025,,0319,MANUAL
0403424-2024-0001303,R,01/14/2025,2025,1,1,11969.75,0,0,0,11969.75,01/09/2025,12/31/2025,5812911,01/08/2025,,0320,MANUAL
0403424-2024-0001303,R,01/14/2025,2025,2,2,3093.75,0,0,0,3093.75,01/09/2025,12/31/2025,1445065,04/14/2025,,0320,MANUAL
0403424-2024-0001304,R,01/14/2025,2025,1,4,7041.75,0,0,0,7041.75,01/17/2025,12/31/2025,9945092,01/07/2025,,0321,MANUAL
0403424-2024-0001305,R,01/21/2025,2025,1,4,5391,0,0,0,5391,01/22/2025,12/31/2025,9963967,01/21/2025,,0322,MANUAL
0403424-2024-0001306,R,01/14/2025,2025,1,4,6605.19,0,0,0,6605.19,01/25/2025,12/31/2025,2369725,01/25/2025,,0323,MANUAL
0403424-2024-0001307,R,01/08/2025,2025,1,4,5955,0,0,0,5955,01/25/2025,12/31/2025,2369724,01/25/2025,,0324,MANUAL
0403424-2024-0001308,R,01/14/2025,2025,1,4,3298,0,0,0,3298,01/30/2025,12/31/2025,2379561,01/30/2025,,0325,MANUAL
0403424-2024-0001309,R,01/07/2025,2025,1,4,24257,0,0,0,24257,01/04/2025,12/31/2025,5814189,01/03/2025,,0326,MANUAL
0403424-2024-0001310,R,01/14/2025,2025,1,4,8398,0,0,0,8398,01/07/2025,12/31/2025,9945064,01/07/2025,,0327,MANUAL
0403424-2024-0001311,R,01/08/2025,2025,1,4,18606,0,0,0,18606,01/21/2025,12/31/2025,9979262,01/21/2025,,0328,MANUAL
0403424-2024-0001312,R,01/31/2025,2025,1,4,2598,0,0,0,2598,01/31/2025,12/31/2025,2389676,01/31/2025,,0329,MANUAL
0403424-2024-0001313,R,01/20/2025,2025,1,4,6578,0,0,0,6578,01/18/2025,12/31/2025,9963811,01/18/2025,,0330,MANUAL
0403424-2024-0001314,R,01/02/2025,2025,1,4,13188,0,0,0,13188,01/07/2025,12/31/2025,9946648,01/07/2025,,0331,MANUAL
0403424-2024-0001315,R,01/07/2025,2025,1,4,4066,0,0,0,4066,01/04/2025,12/31/2025,5812570,01/03/2025,,0332,MANUAL
0403424-2024-0001316,R,01/16/2025,2025,1,4,9848,0,0,0,9848,01/06/2025,12/31/2025,5812696,01/06/2025,,0333,MANUAL
0403424-2024-0001317,R,01/14/2025,2025,1,4,3848,0,0,0,3848,01/14/2025,12/31/2025,9965982,01/14/2025,,0334,MANUAL
0403424-2024-0001318,R,01/18/2025,2025,1,1,6623,0,0,0,6623,01/20/2025,12/31/2025,9939494,01/20/2025,,0335,MANUAL
0403424-2024-0001319,R,01/10/2025,2025,1,4,3466,0,0,0,3466,01/10/2025,12/31/2025,9946425,01/10/2025,,0336,MANUAL
0403424-2024-0001320,R,01/02/2025,2025,1,4,13094,0,0,0,13094,01/09/2025,12/31/2025,5812971,01/09/2025,,0337,MANUAL
0403424-2024-0001321,R,01/02/2025,2025,1,4,21103,0,0,0,21103,01/20/2025,12/31/2025,9963200,01/20/2025,,0338,MANUAL
0403424-2024-0001322,R,01/03/2025,2025,1,4,8643,0,0,0,8643,01/06/2025,12/31/2025,5812697,01/06/2025,,0339,MANUAL
0403424-2024-0001323,R,01/16/2025,2025,1,4,6923,0,0,0,6923,01/11/2025,12/31/2025,9946913,01/10/2025,,0340,MANUAL
0403424-2024-0001324,R,01/14/2025,2025,1,4,10666,0,0,0,10666,01/17/2025,12/31/2025,9962660,01/17/2025,,0341,MANUAL
0403424-2024-0001325,R,01/03/2025,2025,1,4,60598,0,0,0,60598,01/16/2025,12/31/2025,9963604,01/16/2025,,0342,MANUAL
0403424-2024-0001326,R,01/14/2025,2025,1,4,8193,0,0,0,8193,01/14/2025,12/31/2025,9966033,01/14/2025,,0343,MANUAL
0403424-2024-0001328,R,01/03/2025,2025,1,4,21028,0,0,0,21028,01/14/2025,12/31/2025,9966034,01/14/2025,,0345,MANUAL
0403424-2024-0001329,R,01/03/2025,2025,1,4,8593,0,0,0,8593,01/08/2025,12/31/2025,9946683,01/08/2025,,0346,MANUAL
0403424-2024-0001330,R,01/16/2025,2025,1,4,19688,0,0,0,19688,01/16/2025,12/31/2025,9963606,01/16/2025,,0347,MANUAL
0403424-2024-0001331,R,01/14/2025,2025,1,4,11048,0,0,0,11048,01/07/2025,12/31/2025,5812779,01/07/2025,,0348,MANUAL
0403424-2024-0001332,R,01/03/2025,2025,1,4,154795,0,0,0,154795,01/16/2025,12/31/2025,9963607,01/16/2025,,0349,MANUAL
0403424-2024-0001333,R,01/03/2025,2025,1,2,141084.24,0,0,0,141084.24,02/21/2025,12/31/2025,9963672,01/17/2025,,0350,MANUAL
0403424-2024-0001335,R,01/24/2025,2025,1,4,18573.72,0,0,0,18573.72,01/20/2025,12/31/2025,9963234,01/20/2025,,0352,MANUAL
0403424-2024-0001336,R,01/03/2025,2025,1,4,3448,0,0,0,3448,01/04/2025,12/31/2025,4864807,01/02/2025,,0353,MANUAL
0403424-2024-0001337,R,01/24/2025,2025,1,4,16701,0,0,0,16701,01/08/2025,12/31/2025,9945090,01/07/2025,,0354,MANUAL
0403424-2024-0001338,R,01/11/2025,2025,1,4,25893.6,0,0,0,25893.6,01/20/2025,12/31/2025,9963830,01/20/2025,,0356,MANUAL
0403424-2024-0001339,R,01/17/2025,2025,1,4,4962,0,0,0,4962,01/17/2025,12/31/2025,9963623,01/17/2025,,0357,MANUAL
0403424-2024-0001340,R,01/24/2025,2025,1,4,20963,0,0,0,20963,01/18/2025,12/31/2025,9963756,01/18/2025,,0358,MANUAL
0403424-2024-0001342,R,01/03/2025,2025,1,4,6478,0,0,0,6478,01/07/2025,12/31/2025,99465991,01/07/2025,,0361,MANUAL
0403424-2024-0001343,R,01/06/2025,2025,1,4,19398,0,0,0,19398,01/04/2025,12/31/2025,5457629,01/02/2025,,0362,MANUAL
0403424-2024-0001344,R,01/24/2025,2025,1,4,3048,0,0,0,3048,01/18/2025,12/31/2025,5457836,01/18/2025,,0363,MANUAL
0403424-2024-0001345,R,01/24/2025,2025,1,4,50897.97,0,0,0,50897.97,01/20/2025,12/31/2025,9963829,01/20/2025,,0364,MANUAL
0403424-2024-0001346,R,01/17/2025,2025,1,4,9498,0,0,0,9498,01/18/2025,12/31/2025,9963594,01/16/2025,,0365,MANUAL
0403424-2024-0001347,R,01/10/2025,2025,1,4,4528,0,0,0,4528,01/11/2025,12/31/2025,9944435,01/10/2025,,0366,MANUAL
0403424-2024-0001348,R,01/16/2025,2025,1,4,391538,0,0,0,391538,01/18/2025,12/31/2025,9963593,01/16/2025,,0367,MANUAL
0403424-2024-0001349,R,01/10/2025,2025,1,4,14848,0,0,0,14848,01/18/2025,12/31/2025,9963592,01/16/2025,,0368,MANUAL
0403424-2024-0001350,R,03/12/2025,2025,1,4,5510,0,0,0,5510,01/09/2025,12/31/2025,9944401,01/07/2025,,0369,MANUAL
0403424-2024-0001351,R,01/02/2025,2025,1,1,34222.11,0,0,0,34222.11,02/28/2025,12/31/2025,9944580,01/14/2025,,0370,MANUAL
0403424-2024-0001351,R,01/02/2025,2025,2,2,16955.65,0,0,0,16955.65,02/28/2025,12/31/2025,2372533,03/28/2025,,0370,MANUAL
0403424-2024-0001352,R,01/07/2025,2025,1,4,8377,0,0,0,8377,01/07/2025,12/31/2025,7060300,01/07/2025,,0371,MANUAL
0403424-2024-0001353,R,02/04/2025,2025,1,4,21348,0,0,0,21348,01/18/2025,12/31/2025,9963595,01/16/2025,,0372,MANUAL
0403424-2024-0001354,R,01/07/2025,2025,1,2,19284.24,0,0,0,19284.24,02/28/2025,12/31/2025,9944393,01/11/2025,,0373,MANUAL
0403424-2024-0001354,R,01/07/2025,2025,2,3,0,0,0,0,0,02/28/2025,12/31/2025,2372527,03/28/2025,,0373,MANUAL
0403424-2024-0001355,R,01/03/2025,2025,1,2,11959.39,0,0,0,11959.39,02/28/2025,12/31/2025,9944590,01/14/2025,,0374,MANUAL
0403424-2024-0001355,R,01/03/2025,2025,2,3,0,0,0,0,0,02/28/2025,12/31/2025,2372532,03/28/2025,,0374,MANUAL
0403424-2024-0001356,R,01/03/2025,2025,1,4,9993.75,0,0,0,9993.75,01/18/2025,12/31/2025,5457826,01/18/2025,,0375,MANUAL
0403424-2024-0001357,R,01/23/2025,2025,1,2,637.87,0,0,0,637.87,02/28/2025,12/31/2025,2371954,01/30/2025,,0376,MANUAL
0403424-2024-0001357,R,01/23/2025,2025,2,3,0,0,0,0,0,02/28/2025,12/31/2025,2372503,03/28/2025,,0376,MANUAL
0403424-2024-0001358,R,01/07/2025,2025,1,4,6856,0,0,0,6856,01/09/2025,12/31/2025,7060299,01/07/2025,,0377,MANUAL
0403424-2024-0001359,R,01/03/2025,2025,1,2,703.13,0,0,0,703.13,02/17/2025,12/31/2025,2371958,01/30/2025,,0378,MANUAL
0403424-2024-0001359,R,01/03/2025,2025,2,3,0,0,0,0,0,02/17/2025,12/31/2025,2372505,03/28/2025,,0378,MANUAL
0403424-2024-0001360,R,01/13/2025,2025,1,4,6088,0,0,0,6088,01/11/2025,12/31/2025,9963355,01/11/2025,,0379,MANUAL
0403424-2024-0001361,R,01/07/2025,2025,1,4,6211,0,0,0,6211,01/04/2025,12/31/2025,5814154,01/03/2025,,0380,MANUAL
0403424-2024-0001362,R,01/11/2025,2025,1,2,637.5,0,0,0,637.5,02/17/2025,12/31/2025,2371956,01/30/2025,,0381,MANUAL
0403424-2024-0001362,R,01/11/2025,2025,3,4,0,0,0,0,0,02/17/2025,12/31/2025,2372506,03/28/2025,,0381,MANUAL
0403424-2024-0001363,R,01/16/2025,2025,1,4,22655.85,0,0,0,22655.85,01/07/2025,12/31/2025,5812741,01/06/2025,,0382,MANUAL
0403424-2024-0001364,R,01/04/2025,2025,1,1,31624.23,0,0,0,31624.23,02/28/2025,12/31/2025,9944386,01/11/2025,,0383,MANUAL
0403424-2024-0001364,R,01/04/2025,2025,2,2,14546,0,0,0,14546,02/28/2025,12/31/2025,2372377,03/14/2025,,0383,MANUAL
0403424-2024-0001364,R,01/04/2025,2025,3,3,14546,0,0,0,14546,02/28/2025,12/31/2025,2372377,03/14/2025,,0383,MANUAL
0403424-2024-0001364,R,01/04/2025,2025,4,4,14546,0,0,0,14546,02/28/2025,12/31/2025,2372377,03/14/2025,,0383,MANUAL
0403424-2024-0001365,R,01/10/2025,2025,1,4,4223,0,0,0,4223,01/07/2025,12/31/2025,5812740,01/06/2025,,0384,MANUAL
0403424-2024-0001366,R,01/02/2025,2025,1,1,3646.6,0,0,0,3646.6,02/28/2025,12/31/2025,2371936,01/30/2025,,0385,MANUAL
0403424-2024-0001366,R,01/02/2025,2025,2,2,818.6,0,0,0,818.6,02/28/2025,12/31/2025,22372492,03/28/2025,,0385,MANUAL
0403424-2024-0001367,R,01/08/2025,2025,1,1,11258,0,0,0,11258,02/17/2025,12/31/2025,2371957,01/30/2025,,0386,MANUAL
0403424-2024-0001368,R,01/03/2025,2025,1,4,2639.75,0,0,0,2639.75,01/17/2025,12/31/2025,9963736,01/17/2025,,0387,MANUAL
0403424-2024-0001370,R,01/13/2025,2025,1,4,2639.25,0,0,0,2639.25,01/17/2025,12/31/2025,9963729,01/17/2025,,0389,MANUAL
0403424-2024-0001371,R,01/21/2025,2025,1,4,2273,0,0,0,2273,01/11/2025,12/31/2025,9946960,01/11/2025,,0390,MANUAL
0403424-2024-0001372,R,01/04/2025,2025,1,4,10148.56,0,0,0,10148.56,03/13/2025,12/31/2025,2372353,03/13/2025,,0391,MANUAL
0403424-2024-0001373,R,01/08/2025,2025,1,1,4490.12,0,0,0,4490.12,02/28/2025,12/31/2025,2371942,01/30/2025,,0392,MANUAL
0403424-2024-0001373,R,01/08/2025,2025,2,2,874.12,0,0,0,874.12,02/28/2025,12/31/2025,2372376,03/14/2025,,0392,MANUAL
0403424-2024-0001373,R,01/08/2025,2025,3,3,874.12,0,0,0,874.12,02/28/2025,12/31/2025,2372376,03/14/2025,,0392,MANUAL
0403424-2024-0001373,R,01/08/2025,2025,4,4,874.12,0,0,0,874.12,02/28/2025,12/31/2025,2372376,03/14/2025,,0392,MANUAL
0403424-2024-0001374,R,01/09/2025,2025,1,4,2639.75,0,0,0,2639.75,01/17/2025,12/31/2025,9963727,01/17/2025,,0393,MANUAL
0403424-2024-0001376,R,01/08/2025,2025,1,4,3348,0,0,0,3348,02/05/2025,12/31/2025,2389795,02/05/2025,,0395,MANUAL
0403424-2024-0001377,R,01/07/2025,2025,1,4,7513,0,0,0,7513,01/07/2025,12/31/2025,9946662,01/07/2025,,0396,MANUAL
0403424-2024-0001379,R,01/11/2025,2025,1,1,46780.01,0,0,0,46780.01,02/28/2025,12/31/2025,9944391,01/11/2025,,0398,MANUAL
0403424-2024-0001379,R,01/11/2025,2025,2,2,26796.01,0,0,0,26796.01,02/28/2025,12/31/2025,2372523,03/28/2025,,0398,MANUAL
0403424-2024-0001381,R,01/03/2025,2025,1,4,5591,0,0,0,5591,01/04/2025,12/31/2025,4864908,01/03/2025,,0400,MANUAL
0403424-2024-0001382,R,01/22/2025,2025,1,4,17856,0,0,0,17856,01/04/2025,12/31/2025,4864864,01/03/2025,,0401,MANUAL
0403424-2024-0001383,R,01/07/2025,2025,1,4,23478,0,0,0,23478,01/23/2025,12/31/2025,9977079,01/23/2025,,0402,MANUAL
0403424-2024-0001385,R,01/21/2025,2025,1,4,3048,0,0,0,3048,01/08/2025,12/31/2025,9946060,01/08/2025,,0404,MANUAL
0403424-2024-0001386,R,01/21/2025,2025,1,1,69721.03,0,0,0,69721.03,02/28/2025,12/31/2025,9944384,01/11/2025,,0405,MANUAL
0403424-2024-0001386,R,01/21/2025,2025,2,2,38224.03,0,0,0,38224.03,02/28/2025,12/31/2025,2372518,03/28/2025,,0405,MANUAL
0403424-2024-0001387,R,01/04/2025,2025,1,4,40330.52,0,0,0,40330.52,01/16/2025,12/31/2025,9963542,01/16/2025,,0406,MANUAL
0403424-2024-0001388,R,02/11/2025,2025,1,4,8553,0,0,0,8553,01/07/2025,12/31/2025,9946663,01/07/2025,,0407,MANUAL
0403424-2024-0001389,R,01/28/2025,2025,1,4,5886,0,0,0,5886,01/14/2025,12/31/2025,9965980,01/14/2025,,0408,MANUAL
0403424-2024-0001390,R,01/10/2025,2025,1,4,17488,0,0,0,17488,01/18/2025,12/31/2025,9946476,01/13/2025,,0409,MANUAL
